author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
"Stanley Y. P. Chien, Lingxi Li, Yaobin Chen",A Novel Evaluation Methodology for Combined Performance of Warning and Braking in Crash Imminent Braking Systems.,,2013,62-72,https://doi.org/10.1109/MITS.2013.2254176,,,,IEEE Intell. Transp. Syst. Mag.,5,4,,db/journals/itsm/itsm5.html#ChienLC13,,,,,,,,,
Alberto Broggi,Thanks For a Great Experience! [Past President's Message].,,2012,5-Apr,https://doi.org/10.1109/MITS.2011.2180152,,,,IEEE Intell. Transp. Syst. Mag.,4,1,,db/journals/itsm/itsm4.html#Broggi12,,,,,,,,,
"Fernando García Fernandez, Zhixiong Li",Recent Research [PhD & MPhil Theses' Abstracts].,,2018,194-197,https://doi.org/10.1109/MITS.2018.2811448,,,,IEEE Intell. Transp. Syst. Mag.,10,2,,db/journals/itsm/itsm10.html#FernandezL18,,,,,,,,,
"Vicente Milanés, Imane Mahtout, Francisco M. Navas Matos, David González",On the Passenger Acceptance of Driverless Shuttles.,,2022,18-28,https://doi.org/10.1109/MITS.2019.2953493,,,,IEEE Intell. Transp. Syst. Mag.,14,1,,db/journals/itsm/itsm14.html#MilanesMMG22,,,,,,,,,
"Magnus Helmbrecht, Cristina Olaverri-Monreal, Klaus Bengler, Roman Vilimek, Andreas Keinath",How Electric Vehicles Affect Driving Behavioral Patterns.,,2014,22-32,https://doi.org/10.1109/MITS.2014.2315758,,,,IEEE Intell. Transp. Syst. Mag.,6,3,,db/journals/itsm/itsm6.html#HelmbrechtOBVK14,,,,,,,,,
"Fengping Zhan, Bin Ran",Data Accuracy Oriented Method for Deploying Fixed and Mobile Traffic Sensors Along a Freeway.,,2022,173-186,https://doi.org/10.1109/MITS.2019.2962151,,,,IEEE Intell. Transp. Syst. Mag.,14,1,,db/journals/itsm/itsm14.html#ZhanR22,,,,,,,,,
"Zijun Zhao, Xiang Cheng 0001, Miaowen Wen, Bingli Jiao, Cheng-Xiang Wang 0001",Channel Estimation Schemes for IEEE 802.11p Standard.,,2013,38-49,https://doi.org/10.1109/MITS.2013.2270032,,,,IEEE Intell. Transp. Syst. Mag.,5,4,,db/journals/itsm/itsm5.html#ZhaoCWJW13,,,,,,,,,
Martin Lauer,[Calendar].,,2014,78,https://doi.org/10.1109/MITS.2013.2292636,,,,IEEE Intell. Transp. Syst. Mag.,6,1,,db/journals/itsm/itsm6.html#Lauer14,,,,,,,,,
"Vahid Behzadan, Arslan Munir",Adversarial Reinforcement Learning Framework for Benchmarking Collision Avoidance Mechanisms in Autonomous Vehicles.,,2021,236-241,https://doi.org/10.1109/MITS.2019.2898964,,,,IEEE Intell. Transp. Syst. Mag.,13,2,,db/journals/itsm/itsm13.html#BehzadanM21,,,,,,,,,
Matt Barth,Cooperating Continents and Intelligent Transportation Systems [President's Message].,,2016,3,https://doi.org/10.1109/MITS.2015.2502766,,,,IEEE Intell. Transp. Syst. Mag.,8,1,,db/journals/itsm/itsm8.html#Barth16,,,,,,,,,
"Danyang Tian, Chao Wang 0089, Guoyuan Wu, Kanok Boriboonsomsin, Matthew J. Barth, Samer Rajab, Sue Bai",An Innovative Framework to Evaluate the Performance of Connected Vehicle Applications: From the Perspective of Speed Variation-Based Entropy (SVE).,,2021,45-63,https://doi.org/10.1109/MITS.2019.2907678,,,,IEEE Intell. Transp. Syst. Mag.,13,4,,db/journals/itsm/itsm13.html#TianWWBBRB21,,,,,,,,,
"David Engel, Cristóbal Curio",Detectability Prediction for Increased Scene Awareness.,,2013,146-157,https://doi.org/10.1109/MITS.2013.2272473,,,,IEEE Intell. Transp. Syst. Mag.,5,4,,db/journals/itsm/itsm5.html#EngelC13,,,,,,,,,
"Michal Postránecký, Miroslav Svitek, Eduardo Carrillo Zambrano",SynopCity© Virtual HUB-A Testbed for Smart Cities.,,2018,50-57,https://doi.org/10.1109/MITS.2018.2806642,,,,IEEE Intell. Transp. Syst. Mag.,10,2,,db/journals/itsm/itsm10.html#PostraneckySZ18,,,,,,,,,
"Yang Yu 0021, Rui Jiang, Xiaobo Qu 0002","A Modified Full Velocity Difference Model with Acceleration and Deceleration Confinement: Calibrations, Validations, and Scenario Analyses.",,2021,222-235,https://doi.org/10.1109/MITS.2019.2898965,,,,IEEE Intell. Transp. Syst. Mag.,13,2,,db/journals/itsm/itsm13.html#YuJQ21,,,,,,,,,
Mohammad Hoque,Dr. Mashrur (Ronnie) Chowdhury [ITS People].,,2013,72-73,https://doi.org/10.1109/MITS.2013.2265755,,,,IEEE Intell. Transp. Syst. Mag.,5,3,,db/journals/itsm/itsm5.html#Hoque13,,,,,,,,,
"Qian Chen 0017, Shihua Li, Chengchuan An, Jingxin Xia, Wenming Rao",Feedback Linearization-Based Perimeter Controllers for Oversaturated Regions.,,2022,187-197,https://doi.org/10.1109/MITS.2020.2970189,,,,IEEE Intell. Transp. Syst. Mag.,14,1,,db/journals/itsm/itsm14.html#ChenLAXR22,,,,,,,,,
"Yongkui Sun, Yuan Cao 0002, Yuzhuo Zhang, Chaofan Xu",A Novel Life Prediction Method for Railway Safety Relays Using Degradation Parameters.,,2018,48-56,"https://doi.org/10.1109/MITS.2018.2842048, https://www.wikidata.org/entity/Q107618474",,,,IEEE Intell. Transp. Syst. Mag.,10,3,,db/journals/itsm/itsm10.html#SunCZX18,,,,,,,,,
Cristina Olaverri-Monreal,Transportation Active Safety Institute - A Brief Introduction [ITS Research Lab].,,2019,128-131,https://doi.org/10.1109/MITS.2019.2903607,,,,IEEE Intell. Transp. Syst. Mag.,11,2,,db/journals/itsm/itsm11.html#Oliverri-Monreal19,,,,,,,,,
"Ufuk Demir Alan, Derya Birant",Server-Based Intelligent Public Transportation System with NFC.,,2018,30-46,https://doi.org/10.1109/MITS.2017.2776102,,,,IEEE Intell. Transp. Syst. Mag.,10,1,,db/journals/itsm/itsm10.html#AlanB18,,,,,,,,,
"Soufiene Djahel, Nafaâ Jabeur, Farid Naït-Abdesselam, Thomas Wolstencroft",A WAVE Based and Collaboration Driven Framework for Reduced Traffic Congestion in Smart Cities.,,2021,251-261,https://doi.org/10.1109/MITS.2019.2953487,,,,IEEE Intell. Transp. Syst. Mag.,13,4,,db/journals/itsm/itsm13.html#DjahelJNW21,,,,,,,,,
"Yisheng Lv, Yuanyuan Chen, Li Li 0013, Fei-Yue Wang 0001",Generative Adversarial Networks for Parallel Transportation Systems.,,2018,10-Apr,"https://doi.org/10.1109/MITS.2018.2842249, https://www.wikidata.org/entity/Q57964925",,,,IEEE Intell. Transp. Syst. Mag.,10,3,,db/journals/itsm/itsm10.html#LvCLW18,,,,,,,,,
Ljubo B. Vlacic,"It Is Time to Distinguish, Acknowledge, and Celebrate [Editor's Column].",,2022,3,https://doi.org/10.1109/MITS.2021.3124591,,,,IEEE Intell. Transp. Syst. Mag.,14,1,,db/journals/itsm/itsm14.html#Vlacic22,,,,,,,,,
"Ana Belén Rodríguez-González, Juan José Vinagre-Díaz, Mark Richard Wilby",Detailed Origin-Destination Matrices of Bus Passengers Using Radio Frequency Identification.,,2022,141-152,https://doi.org/10.1109/MITS.2019.2962149,,,,IEEE Intell. Transp. Syst. Mag.,14,1,,db/journals/itsm/itsm14.html#Rodriguez-Gonzalez22,,,,,,,,,
"Laura Ruotsalainen, Valérie Renaudin, Ling Pei, Marco Piras, Juliette Marais, Emerson Cavalheri, Sanna Kaasalainen",Toward Autonomous Driving in Arctic Areas.,,2020,24-Oct,https://doi.org/10.1109/MITS.2020.2994014,,,,IEEE Intell. Transp. Syst. Mag.,12,3,,db/journals/itsm/itsm12.html#RuotsalainenRPP20,,,,,,,,,
"James R. Ward, Stewart Worrall, Gabriel Agamennoni, Eduardo Mario Nebot",The Warrigal Dataset: Multi-Vehicle Trajectories and V2V Communications.,,2014,109-117,https://doi.org/10.1109/MITS.2014.2315660,,,,IEEE Intell. Transp. Syst. Mag.,6,3,,db/journals/itsm/itsm6.html#WardWAN14,,,,,,,,,
Martin Lauer,[Calendar].,,2015,86,https://doi.org/10.1109/MITS.2015.2439521,,,,IEEE Intell. Transp. Syst. Mag.,7,3,,db/journals/itsm/itsm7.html#Lauer15b,,,,,,,,,
"Dinh Thuy Phan Huy, Mikael Sternad, Tommy Svensson",Making 5G Adaptive Antennas Work for Very Fast Moving Vehicles.,,2015,71-84,https://doi.org/10.1109/MITS.2015.2408151,,,,IEEE Intell. Transp. Syst. Mag.,7,2,,db/journals/itsm/itsm7.html#HuySS15,,,,,,,,,
Miguel Ángel Sotelo,ITSS and Open Access Publications [Presidents' Message].,,2019,7-Jun,https://doi.org/10.1109/MITS.2019.2921081,,,,IEEE Intell. Transp. Syst. Mag.,11,3,,db/journals/itsm/itsm11.html#Sotelo19b,,,,,,,,,
Daniel Zeng,Engaging the ITS Industry [President's Message].,,2017,5-Apr,https://doi.org/10.1109/MITS.2017.2746406,,,,IEEE Intell. Transp. Syst. Mag.,9,4,,db/journals/itsm/itsm9.html#Zeng17c,,,,,,,,,
Christos-Nikolaos E. Anagnostopoulos,Review of the Book Advanced Electric Drive Vehicles [Book Review].,,2015,106-108,https://doi.org/10.1109/MITS.2015.2408191,,,,IEEE Intell. Transp. Syst. Mag.,7,2,,db/journals/itsm/itsm7.html#Anagnostopoulos15,,,,,,,,,
"Hyungchai Park, J. Christian Gerdes",Analysis of Feasible Tire Force Regions for Optimal Tire Force Allocation with Limited Actuation.,,2017,75-87,https://doi.org/10.1109/MITS.2017.2709879,,,,IEEE Intell. Transp. Syst. Mag.,9,3,,db/journals/itsm/itsm9.html#ParkG17,,,,,,,,,
"Arben Çela, Tomás Jurík, Rédha Hamouche, René Natowicz, Abdellatif Reama, Silviu-Iulian Niculescu, Jerome Julien",Energy Optimal Real-Time Navigation System.,,2014,66-79,https://doi.org/10.1109/MITS.2014.2324000,,,,IEEE Intell. Transp. Syst. Mag.,6,3,,db/journals/itsm/itsm6.html#CelaJHNRNJ14,,,,,,,,,
"Zhiguang Cao, Yaoxin Wu, Akshay Rao, Felix Klanner, Stefan Erschen, Wei Chen, Le Zhang 0001, Hongliang Guo",An Accurate Solution to the Cardinality-Based Punctuality Problem.,,2020,78-91,https://doi.org/10.1109/MITS.2018.2880260,,,,IEEE Intell. Transp. Syst. Mag.,12,4,,db/journals/itsm/itsm12.html#CaoWRKECZG20,,,,,,,,,
"Alessandro Lipari, Colin C. Caprani, Eugene J. OBrien",Heavy-Vehicle Gap Control for Bridge Loading Mitigation.,,2017,118-131,https://doi.org/10.1109/MITS.2017.2743169,,,,IEEE Intell. Transp. Syst. Mag.,9,4,,db/journals/itsm/itsm9.html#LipariCO17,,,,,,,,,
Daniel Zeng,Crosscutting IEEE Initiatives ? Please Consider to Contribute! [President's Message].,,2017,5-Apr,https://doi.org/10.1109/MITS.2017.2675759,,,,IEEE Intell. Transp. Syst. Mag.,9,2,,db/journals/itsm/itsm9.html#Zeng17a,,,,,,,,,
Wei-Bin Zhang,Addressing the Need for Automated Vehicle Infrastructure Standards [President's Message].,,2020,5-Apr,https://doi.org/10.1109/MITS.2020.3017032,,,,IEEE Intell. Transp. Syst. Mag.,12,4,,db/journals/itsm/itsm12.html#Zhang20c,,,,,,,,,
"Yuan Cao 0002, Yongkui Sun, Lianchuan Ma",A Fault Diagnosis Method for Train Plug Doors via Sound Signals.,,2021,107-117,"https://doi.org/10.1109/MITS.2019.2926366, https://www.wikidata.org/entity/Q107618468",,,,IEEE Intell. Transp. Syst. Mag.,13,3,,db/journals/itsm/itsm13.html#CaoSM21,,,,,,,,,
"Yusuke Sakai 0006, Hiromi Morita, Yoshio Ishiguro, Kazuya Takeda, Takanori Nishino",SecretSign: A Method of Finding a Specific Vehicle Privately and Quickly Using Flashing Lights.,,2022,216-227,https://doi.org/10.1109/MITS.2020.2970187,,,,IEEE Intell. Transp. Syst. Mag.,14,1,,db/journals/itsm/itsm14.html#SakaiMITN22,,,,,,,,,
"Sofiane Imadali, Arnaud Kaiser, Fikret Sivrikaya, Nadim El Sayed, Michael Boc, Witold Klaudel, Alexandru Petrescu, Véronique Vèque",A Review of Network Mobility Protocols for Fully Electrical Vehicles Services.,,2014,80-95,https://doi.org/10.1109/MITS.2014.2325331,,,,IEEE Intell. Transp. Syst. Mag.,6,3,,db/journals/itsm/itsm6.html#ImadaliKSSBKPV14,,,,,,,,,
"Bart van Arem, Hans van Lint, Andreas Hegyi, Pieter Leo",2013 IEEE Intelligent Transportation Systems Conference - Report: Future of Transport Discussed in Stately Dutch Heritage Site [Conference Report].,,2014,76-79,"https://doi.org/10.1109/MITS.2014.2309317, https://www.wikidata.org/entity/Q61950249",,,,IEEE Intell. Transp. Syst. Mag.,6,2,,db/journals/itsm/itsm6.html#AremLHL14,,,,,,,,,
"Yong Zhao 0010, Yongjun Zhang, Ruzhong Cheng, Daimeng Wei, Guoliang Li",An Enhanced Histogram of Oriented Gradients for Pedestrian Detection.,,2015,29-38,https://doi.org/10.1109/MITS.2015.2427366,,,,IEEE Intell. Transp. Syst. Mag.,7,3,,db/journals/itsm/itsm7.html#ZhaoZCWL15,,,,,,,,,
"Raphaël Coupat, Alexandre Philippot, Mohamed Niang, Christian Courtois, David Annebicque, Bernard Riera 0001",Methodology for Railway Automation Study and Automatic Generation of PLC Programs.,,2018,80-93,https://doi.org/10.1109/MITS.2018.2842018,,,,IEEE Intell. Transp. Syst. Mag.,10,3,,db/journals/itsm/itsm10.html#CoupatPNCAR18,,,,,,,,,
Ljubo B. Vlacic,"ITS Is, and Has Been, a Beneficiary of ""Digital Disruption"" [Editor's Column].",,2019,5-Apr,https://doi.org/10.1109/MITS.2019.2921080,,,,IEEE Intell. Transp. Syst. Mag.,11,3,,db/journals/itsm/itsm11.html#Vlacic19b,,,,,,,,,
Christos-Nikolaos E. Anagnostopoulos,"Autonomous Ground Vehicles (Ozguner, U., et al; 2011) [Book review].",,2012,24-26,https://doi.org/10.1109/MITS.2012.2189993,,,,IEEE Intell. Transp. Syst. Mag.,4,2,,db/journals/itsm/itsm4.html#Anagnostopoulos12a,,,,,,,,,
Martin Lauer,[Calendar].,,2020,3-,https://doi.org/10.1109/MITS.2019.2957618,,,,IEEE Intell. Transp. Syst. Mag.,12,1,,db/journals/itsm/itsm12.html#Lauer20,,,,,,,,,
Sanjay Goel,Special Issue on Connected Vehicles [Guest Editorial].,,2016,7-May,https://doi.org/10.1109/MITS.2016.2573358,,,,IEEE Intell. Transp. Syst. Mag.,8,3,,db/journals/itsm/itsm8.html#Goel16,,,,,,,,,
"Farzana Rahman, Elahe Aghapour, Jay A. Farrell",Vehicle ECEF Position Accuracy and Reliability in the Presence of DGNSS Communication Latency.,,2021,262-272,https://doi.org/10.1109/MITS.2019.2953500,,,,IEEE Intell. Transp. Syst. Mag.,13,4,,db/journals/itsm/itsm13.html#RahmanAF21,,,,,,,,,
"Mahdi Zargayouna, Amine Othman, Gérard Scémama, Besma Zeddini",Multiagent Simulation of Real-Time Passenger Information on Transit Networks.,,2020,50-63,https://doi.org/10.1109/MITS.2018.2879166,,,,IEEE Intell. Transp. Syst. Mag.,12,2,,db/journals/itsm/itsm12.html#ZargayounaOSZ20,,,,,,,,,
"Onur Altintas, Koichi Seki, Haris Kremo, Makiko Matsumoto, Ryokichi Onishi, Hideaki Tanaka",Vehicles as Information Hubs During Disasters: Glueing Wi-Fi to TV White Space to Cellular Networks.,,2014,68-71,https://doi.org/10.1109/MITS.2013.2292653,,,,IEEE Intell. Transp. Syst. Mag.,6,1,,db/journals/itsm/itsm6.html#AltintasSKMOT14,,,,,,,,,
"Galia Weidl, Anders L. Madsen, Stevens Wang, Dietmar Kasper, Martin Karlsen",Early and Accurate Recognition of Highway Traffic Maneuvers Considering Real World Application: A Novel Framework Using Bayesian Networks.,,2018,146-158,https://doi.org/10.1109/MITS.2018.2842049,,,,IEEE Intell. Transp. Syst. Mag.,10,3,,db/journals/itsm/itsm10.html#WeidlMWKK18,,,,,,,,,
"Christoph Stiller, Matthew J. Barth",[President's Message].,,2014,5-Apr,https://doi.org/10.1109/MITS.2013.2292633,,,,IEEE Intell. Transp. Syst. Mag.,6,1,,db/journals/itsm/itsm6.html#StillerB14,,,,,,,,,
"Dolores María Llidó, Joaquín Torres-Sospedra, Rafael Berlanga Llavori",Smart Outdoor Light Desktop Central Management System.,,2018,58-68,https://doi.org/10.1109/MITS.2018.2806643,,,,IEEE Intell. Transp. Syst. Mag.,10,2,,db/journals/itsm/itsm10.html#LlidoTL18,,,,,,,,,
"Lara Codeca, Raphaël Frank, Sébastien Faye, Thomas Engel 0001",Luxembourg SUMO Traffic (LuST) Scenario: Traffic Demand Evaluation.,,2017,52-63,https://doi.org/10.1109/MITS.2017.2666585,,,,IEEE Intell. Transp. Syst. Mag.,9,2,,db/journals/itsm/itsm9.html#CodecaFFE17,,,,,,,,,
"Chong Wang 0007, Bin Ran, Han Yang, Jian Zhang 0011, Xu Qu",A Novel Approach to Estimate Freeway Traffic State: Parallel Computing and Improved Kalman Filter.,,2018,180-193,https://doi.org/10.1109/MITS.2018.2806627,,,,IEEE Intell. Transp. Syst. Mag.,10,2,,db/journals/itsm/itsm10.html#WangRYZQ18,,,,,,,,,
"Damian Miralles, Aurélie Bornot, Paul Rouquette, Nathan Levigne, Dennis M. Akos, Yu-Hsuan Chen, Sherman C. Lo, Todd Walter",An Assessment of GPS Spoofing Detection Via Radio Power and Signal Quality Monitoring for Aviation Safety Operations.,,2020,136-146,https://doi.org/10.1109/MITS.2020.2994117,,,,IEEE Intell. Transp. Syst. Mag.,12,3,,db/journals/itsm/itsm12.html#MirallesBRLACLW20,,,,,,,,,
Chunzhao Guo,It's a Great Time to Become a Member [Member Activities].,,2021,248-249,https://doi.org/10.1109/MITS.2021.3066020,,,,IEEE Intell. Transp. Syst. Mag.,13,2,,db/journals/itsm/itsm13.html#Guo21,,,,,,,,,
"Philip A. Catherwood, Michael J. Little, Dewar D. Finlay, James McLaughlin 0001",Recovery of Incapacitated Commercial Delivery Drones Using LPWAN Technology.,,2020,19-Jun,https://doi.org/10.1109/MITS.2019.2898972,,,,IEEE Intell. Transp. Syst. Mag.,12,2,,db/journals/itsm/itsm12.html#CatherwoodLFM20,,,,,,,,,
"Hao Sheng 0001, Chao Li 0001, Qi Wen, Zhang Xiong 0001",Real-Time Anti-Interference Location of Vehicle License Plates Using High-Definition Video.,,2009,17-23,https://doi.org/10.1109/MITS.2010.935911,,,,IEEE Intell. Transp. Syst. Mag.,1,4,,db/journals/itsm/itsm1.html#ShengLWX09,,,,,,,,,
Martin Lauer,[Calendar].,,2015,3-,https://doi.org/10.1109/MITS.2015.2475017,,,,IEEE Intell. Transp. Syst. Mag.,7,4,,db/journals/itsm/itsm7.html#Lauer15c,,,,,,,,,
"Stefan Solyom, Erik Coelingh",Performance Limitations in Vehicle Platoon Control.,,2013,112-120,https://doi.org/10.1109/MITS.2013.2272174,,,,IEEE Intell. Transp. Syst. Mag.,5,4,,db/journals/itsm/itsm5.html#SolyomC13,,,,,,,,,
Javier J. Sánchez Medina,[ITS Fun].,,2013,3-,https://doi.org/10.1109/MITS.2013.2251131,,,,IEEE Intell. Transp. Syst. Mag.,5,2,,db/journals/itsm/itsm5.html#Medina13,,,,,,,,,
Christos-Nikolaos E. Anagnostopoulos,Review of the Book Vehicular Networking [Book Review].,,2016,77-78,https://doi.org/10.1109/MITS.2015.2503158,,,,IEEE Intell. Transp. Syst. Mag.,8,1,,db/journals/itsm/itsm8.html#Anagnostopoulos16,,,,,,,,,
Miguel Ángel Sotelo,On the Right Track [President's Message].,,2019,4,https://doi.org/10.1109/MITS.2019.2903603,,,,IEEE Intell. Transp. Syst. Mag.,11,2,,db/journals/itsm/itsm11.html#Sotelo19a,,,,,,,,,
"Nandor A. Kilyen, Rares F. Lemnariu, George D. Mois, Yaobin Chen, Brendan Tran Morris, Ionut Muntean",The IEEE ITSS and Bosch Future Mobility Challenge: A Hands-on Start to Autonomous Driving [Technical Activities].,,2021,276-282,https://doi.org/10.1109/MITS.2021.3081939,,,,IEEE Intell. Transp. Syst. Mag.,13,3,,db/journals/itsm/itsm13.html#KilyenLMCMM21,,,,,,,,,
"Jie Yang 0026, Limin Jia 0002, Yunxiao Fu, Shaofeng Lu",Speed Tracking Based Energy-Efficient Freight Train Control Through Multi-Algorithms Combination.,,2017,76-90,https://doi.org/10.1109/MITS.2017.2666580,,,,IEEE Intell. Transp. Syst. Mag.,9,2,,db/journals/itsm/itsm9.html#YangJFL17,,,,,,,,,
Luís Moreira-Matias,ITSS Technical Activities Spotlight: Getting to Know the Big Data and AI for Mobility Technical Committee [Technical Activities].,,2018,205,https://doi.org/10.1109/MITS.2018.2842419,,,,IEEE Intell. Transp. Syst. Mag.,10,3,,db/journals/itsm/itsm10.html#Moreira-Matias18,,,,,,,,,
Monireh Abdoos,A Cooperative Multiagent System for Traffic Signal Control Using Game Theory and Reinforcement Learning.,,2021,16-Jun,https://doi.org/10.1109/MITS.2020.2990189,,,,IEEE Intell. Transp. Syst. Mag.,13,4,,db/journals/itsm/itsm13.html#Abdoos21,,,,,,,,,
Christos-Nikolaos E. Anagnostopoulos,Review of the Book Predicting Vehicle Trajectory [Book Review].,,2017,156-157,https://doi.org/10.1109/MITS.2017.2711255,,,,IEEE Intell. Transp. Syst. Mag.,9,3,,db/journals/itsm/itsm9.html#Anagnostopoulos17,,,,,,,,,
"Fouad Baouche, Romain Billot, Rochdi Trigui, Nour-Eddin El Faouzi",Efficient Allocation of Electric Vehicles Charging Stations: Optimization Model and Application to a Dense Urban Network.,,2014,33-43,https://doi.org/10.1109/MITS.2014.2324023,,,,IEEE Intell. Transp. Syst. Mag.,6,3,,db/journals/itsm/itsm6.html#BaoucheBTF14,,,,,,,,,
"Hongyu Zheng, Xiaowei Chen, Xiqun Michael Chen","How Does On-Demand Ridesplitting Influence Vehicle Use and Purchase Willingness? A Case Study in Hangzhou, China.",,2019,143-157,https://doi.org/10.1109/MITS.2019.2919503,,,,IEEE Intell. Transp. Syst. Mag.,11,3,,db/journals/itsm/itsm11.html#ZhengCC19,,,,,,,,,
"Avdhut Joshi, Michael R. James 0001",Generation of Accurate Lane-Level Maps from Coarse Prior Maps and Lidar.,,2015,19-29,https://doi.org/10.1109/MITS.2014.2364081,,,,IEEE Intell. Transp. Syst. Mag.,7,1,,db/journals/itsm/itsm7.html#JoshiJ15,,,,,,,,,
Javier J. Sánchez Medina,IEEE Intelligent Transportation Systems Society's Column: IEEE ITSS's Vice-President for Technical Activities Letter [Technical Activities].,,2018,206-207,https://doi.org/10.1109/MITS.2018.2811444,,,,IEEE Intell. Transp. Syst. Mag.,10,2,,db/journals/itsm/itsm10.html#Sanchez-Medina18,,,,,,,,,
"Amir O. Kotb, Yaochun Shen, Yi Huang 0001","Smart Parking Guidance, Monitoring and Reservations: A Review.",,2017,16-Jun,https://doi.org/10.1109/MITS.2017.2666586,,,,IEEE Intell. Transp. Syst. Mag.,9,2,,db/journals/itsm/itsm9.html#KotbSH17,,,,,,,,,
Teresa Pamula,Road Traffic Conditions Classification Based on Multilevel Filtering of Image Content Using Convolutional Neural Networks.,,2018,21-Nov,https://doi.org/10.1109/MITS.2018.2842040,,,,IEEE Intell. Transp. Syst. Mag.,10,3,,db/journals/itsm/itsm10.html#Pamula18,,,,,,,,,
"Yong Ma 0002, Guibing Zhu, Zhixiong Li",Error-Driven-Based Nonlinear Feedback Recursive Design for Adaptive NN Trajectory Tracking Control of Surface Ships With Input Saturation.,,2019,17-28,https://doi.org/10.1109/MITS.2019.2903517,,,,IEEE Intell. Transp. Syst. Mag.,11,2,,db/journals/itsm/itsm11.html#MaZL19,,,,,,,,,
Cristina Olaverri-Monreal,RITS Team at Inria [ITS Research Lab].,,2017,139-142,https://doi.org/10.1109/MITS.2017.2675779,,,,IEEE Intell. Transp. Syst. Mag.,9,2,,db/journals/itsm/itsm9.html#Olaverri-Monreal17,,,,,,,,,
Miguel Ángel Sotelo,From ITS to ETS [Editor's Column].,,2014,4,"https://doi.org/10.1109/MITS.2014.2327502, https://www.wikidata.org/entity/Q58887788",,,,IEEE Intell. Transp. Syst. Mag.,6,3,,db/journals/itsm/itsm6.html#Sotelo14a,,,,,,,,,
Jeffrey Miller,Timelines and Deadlines [Editor's Column].,,2013,4-Feb,https://doi.org/10.1109/MITS.2013.2250751,,,,IEEE Intell. Transp. Syst. Mag.,5,2,,db/journals/itsm/itsm5.html#Miller13a,,,,,,,,,
Miguel Ángel Sotelo,At the Core of Intelligent Transportation Technologies [President's Message].,,2018,5-Mar,https://doi.org/10.1109/MITS.2018.2811440,,,,IEEE Intell. Transp. Syst. Mag.,10,2,,db/journals/itsm/itsm10.html#Sotelo18a,,,,,,,,,
"Lun Du, Guojie Song, Yiming Wang, Jipeng Huang, Mengfei Ruan, Zhanyuan Yu",Traffic Events Oriented Dynamic Traffic Assignment Model for Expressway Network: A Network Flow Approach.,,2018,107-120,https://doi.org/10.1109/MITS.2017.2776130,,,,IEEE Intell. Transp. Syst. Mag.,10,1,,db/journals/itsm/itsm10.html#DuSWHRY18,,,,,,,,,
"Shuai Su, Tao Tang 0004, Jing Xun, Fang Cao, Yihui Wang",Design of Running Grades for Energy-Efficient Train Regulation: A Case Study for Beijing Yizhuang Line.,,2021,189-200,https://doi.org/10.1109/MITS.2019.2907681,,,,IEEE Intell. Transp. Syst. Mag.,13,2,,db/journals/itsm/itsm13.html#SuTXCW21,,,,,,,,,
Cristina Olaverri-Monreal,Message on Inauguration of the New ITSS President [President's Message].,,2022,7-Jun,https://doi.org/10.1109/MITS.2022.3141575,,,,IEEE Intell. Transp. Syst. Mag.,14,2,,db/journals/itsm/itsm14.html#Olaverri-Monreal22,,,,,,,,,
Christoph Stiller,Bridging Academia an Industry in ITS [President's Message].,,2013,5-Apr,https://doi.org/10.1109/MITS.2013.2265613,,,,IEEE Intell. Transp. Syst. Mag.,5,3,,db/journals/itsm/itsm5.html#Stiller13b,,,,,,,,,
"Xiao-Ping Ma, Honghui Dong, Peng Li 0007, Limin Jia 0002, Xiang Liu 0006",A Multi-Service Train-to-Ground Bandwidth Allocation Strategy Based on Game Theory and Particle Swarm Optimization.,,2018,68-79,https://doi.org/10.1109/MITS.2018.2842053,,,,IEEE Intell. Transp. Syst. Mag.,10,3,,db/journals/itsm/itsm10.html#MaDLJL18,,,,,,,,,
"Raziq Yaqub, Ambreen Joyo, Kaveh Heidary, Nicholas Madamopoulos",Green-Initiative for Realizing Adaptive Traffic-Signals by Exploiting Smart-Antenna Technology (GREATEST).,,2020,66-77,https://doi.org/10.1109/MITS.2018.2879229,,,,IEEE Intell. Transp. Syst. Mag.,12,4,,db/journals/itsm/itsm12.html#YaqubJHM20,,,,,,,,,
"Alexandros E. Papacharalampous, Eleni I. Vlahogianni",Modeling Microscopic Freeway Traffic Using Cusp Catastrophe Theory.,,2014,16-Jun,https://doi.org/10.1109/MITS.2013.2272183,,,,IEEE Intell. Transp. Syst. Mag.,6,1,,db/journals/itsm/itsm6.html#PapacharalampousV14,,,,,,,,,
"Qingfeng Lin, Shengbo Eben Li, Shaobing Xu, Xuejin Du, Diange Yang, Keqiang Li",Eco-Driving Operation of Connected Vehicle With V2I Communication Among Multiple Signalized Intersections.,,2021,107-119,https://doi.org/10.1109/MITS.2020.3014113,,,,IEEE Intell. Transp. Syst. Mag.,13,1,,db/journals/itsm/itsm13.html#LinLXDYL21,,,,,,,,,
