author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Kurt Kesper,Verteilte Verzeichnissysteme und replizierte Datenbanken.,"University of Marburg, Germany",1996,1-123,https://d-nb.info/949445711,Görich und Weiershäuser,,,,,,,,,,,,,3-932149-71-8,,,
Karl Schindler,Computergestützte Legasthenietherapie: Begründung und Entwicklung eines tachistoskopischen PC-Trainingsprogramms für Legastheniker auf der Sekundarstufe.,"University of Zurich, Switzerland",1991,1-161,https://d-nb.info/930098528,,,,,,,,,,,,,,,,,
Jörg Stückler,"Efficient Dense Registration, Segmentation, and Modeling Methods for RGB-D Environment Perception.",University of Bonn,2014,,"http://hss.ulb.uni-bonn.de/2014/3852/3852.htm, https://nbn-resolving.org/urn:nbn:de:hbz:5n-38529, https://d-nb.info/1077289006",,,,,,,,,,,,,,,,,
Lukas Schack,Object-based matching of persistent scatterers to optical oblique images.,"University of Hanover, Hannover, Germany",2016,1-139,https://d-nb.info/1133084540,,,,,,,,,,,,,,,,,
Erik Derr,Understanding and assessing security on Android via static code analysis.,"Saarland University, Saarbrücken, Germany",2018,,"https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/27172, https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-ds-273450, https://d-nb.info/116777079X",,,,,,,,,,,,,,,,,
Frank Heine,Beitrag zur digitalen Berechnung stationärer und dynamischer Vorgänge in Hochspannungsprüfanlagen.,"Dresden University of Technology, Germany",1981,,https://d-nb.info/930548981,,,,,,,,,,,,,,,,,
Matthias Pester,Ein Zugang zur effektiven Verwaltung grosser numerischer Datenmengen in einer Speicherhierarchie.,"Technische Hochschule Karl-Marx-Stadt, Germany",1982,,https://d-nb.info/840146310,,,,,,,,,,,,,,,,,
Thomas Luba,Konkordanzen in langen Zeichenketten.,"University of Hildesheim, Germany",2001,1-129,https://d-nb.info/962978361,,,,,,,,,,,,,,,,,
Michael Theil,Risikomanagement für Informationssysteme.,"Vienna University of Economics and Business, Austria",1995,,https://d-nb.info/94545161X,Service-Fachverl.,,,,,,,,,,,,,978-3-85428-343-0,,,
Christian Linz,Correspondence estimation and image interpolation for photo-realistic rendering.,University of Braunschweig - Institute of Technology,2011,1-153,https://d-nb.info/1017064989,,,,,,,,,,,,,,,,,
Ursula Schulze,Regressionsmodelle mit Zustandsänderungen.,"Akademie der Wissenschaften der DDR, Berlin, Germany",1982,,https://d-nb.info/821242091,,,,,,,,,,,,,,,,,
Bernhard Mossner,Rechnergestützter Entwurf von SC-Filtern innerhalb eines Entwurfssystems für VLSI-Schaltkreise.,"Hochschule für Verkehrswesen, Dresden, Germany",1990,,https://d-nb.info/911473777,,,,,,,,,,,,,,,,,
Tianhai Liu,Efficient Verification of Programs with Complex Data Structures Using SMT Solvers.,"Karlsruhe Institute of Technology, Germany",2018,,"https://publikationen.bibliothek.kit.edu/1000084545, https://nbn-resolving.org/urn:nbn:de:swb:90-845456, https://d-nb.info/1163320420",,,,,,,,,,,,,,,,,
Walter Schönwandt,Denkfallen beim Planen.,"University of Stuttgart, Germany",1984,1-205,https://d-nb.info/850339987,,,,,,,,,,,,,,,,,
Sebastian Berndt,New results on feasibilities and limitations of provable secure steganography.,"University of Lübeck, Germany",2019,,"https://www.zhb.uni-luebeck.de/epubs/ediss2063.pdf, https://nbn-resolving.org/urn:nbn:de:gbv:841-20181101159, https://d-nb.info/117478119X",,,,,,,,,,,,,,,,,
Jens Hildebrand,Stimmqualitätsanalyse mit dem Computer.,"University of Kiel, Germany",1989,1-66,https://d-nb.info/900384662,,,,,,,,,,,,,,,,,
Susanne Hinz,Wissenstransfer unter Einsatz neuer Informations- und Kommunikationstechniken dargestellt in den Bereichen rationelle Energieverwendung und erneuerbare Energiequellen.,Saarland University,1997,1-242,https://d-nb.info/953051404,,,,,,,,,,,,,,,,,
Ruben Becker,"On Flows, Paths, Roots, and Zeros.","Saarland University, Saarbrücken, Germany",2018,,"https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/27162, https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-ds-273348, https://d-nb.info/1166654249",,,,,,,,,,,,,,,,,
Frank Heibel,Wissensbasiertes Beratungssystem zur dynamischen Netzsicherheitsführung.,"Technical University of Berlin, Germany",1992,1-112,https://d-nb.info/921433522,,,,,,,,,,,,,,,,,
Eckhard Bollow,Ein Beitrag zu Methodendatenbanksystemen zur Unterstützung von Ingenieurtätigkeiten.,"RWTH Aachen University, Germany",1985,1-123,https://d-nb.info/861087283,,,,,,,,,,,,,,,,,
Axel Wachtler,Detektion von Synchronisationsfehlern bei LD-CELP-Verfahren.,"Dresden University of Technology, Germany",2003,1-191,https://d-nb.info/967527279,,,,,,,,,,,,,,978-3-935712-75-0,,,
Simon Reich,From low level perception towards high level action planning.,"University of Göttingen, Germany",2018,,"https://nbn-resolving.org/urn:nbn:de:gbv:7-11858/00-1735-0000-002E-E50F-E-0, https://d-nb.info/1172500762",,,,,,,,,,,,,,,,,
Mirjam Kretzschmar,Eine Erneuerungsgleichung mit einem Geburt-Tod-Prozess zur Beschreibung von Parasitosen.,"University of Tübingen, Germany",1987,1-111,https://d-nb.info/890811873,,,,,,,,,,,,,,,,,
Jennifer Ahl,"Web-TV: Entstehungsgeschichte, Begriffe, Ästhetik.",University of Hildesheim,2014,1-322,https://d-nb.info/1060879921,Hülsbusch,,,,,,,,,,,,,978-3-86488-074-2,,,
Manfried Sofsky,Zur Ortung durch bordseitige Mustererkennung im Kraftfahrzeug.,University of Kassel,1997,1-165,https://d-nb.info/951466976,VDI-Verlag,,,,,,,,,,,,,3-18-331912-8,,,
Lienhard Pfeifer,Pedestrian detection algorithms using shearlets.,"University of Marburg, Germany",2019,1-165,https://d-nb.info/1175973084,Logos Verlag,,,,,,,,,,,,,978-3-8325-4840-7,,,
Hanqing Zeng,"Modeling, identification, and control of a multi-link lightweight manipulator.","Ruhr University Bochum, Germany",1999,1-118,https://d-nb.info/958329478,Cuvillier,,,,,,,,,,,,,978-3-89712-746-3,,,
Muhammad Waseem Tahir,Fungus Detection Using Computer Vision and Machine Learning Techniques.,"University of Bremen, Germany",2019,,"http://elib.suub.uni-bremen.de/edocs/00107716-1.pdf, https://nbn-resolving.org/urn:nbn:de:gbv:46-00107716-13, https://d-nb.info/1199003662",,,,,,,,,,,,,,,,,
Astrid M. Rosenthal-von der Pütten,Uncannily human: experimental investigation of the uncanny valley phenomenon.,University of Duisburg-Essen,2014,1-356,https://d-nb.info/1051983290,,,,,,,,,,,,,,,,,
Ansgar Gründler,Computer und Produktivität: das Produktivitätsparadoxon der Informationstechnologie.,Ludwig Maximilians University Munich,1997,1-221,https://d-nb.info/950735337,Gabler,,,,,,,,,,,,,3-8244-6544-2,,,
Annette Büßenschütt,Gestaltoptimierung zur funktions- und gußgerechten Auslegung komplexer Bauteile.,"RWTH Aachen University, Germany",1999,1-137,https://d-nb.info/956378455,Shaker,,,,,,,,,,,,,978-3-8265-6107-8,,,
Klaus Manhart,KI-Modelle in den Sozialwissenschaften: logische Struktur und wissensbasierte Systeme von Balancetheorien.,"Ludwig Maximilian University of Munich, Germany",1995,1-337,https://d-nb.info/943278201,Oldenbourg,,,,,,,,,,,,,978-3-486-56105-0,,,
Kenji Miyamoto,Program extraction from coinductive proofs and its application to exact real arithmetic.,Ludwig Maximilians University Munich,2013,,"http://edoc.ub.uni-muenchen.de/17777/, https://nbn-resolving.org/urn:nbn:de:bvb:19-177777, https://d-nb.info/1065610521",,,,,,,,,,,,,,,,,
Manfred Mittler,The variability of cycle times in semiconductor manufactoring.,"Julius Maximilians University Würzburg, Germany",1996,1-176,https://d-nb.info/950345849,,,,,,,,,,,,,,,,,
André Gohr,Learning and visualizing topics and their change with time for the exploratory analysis of social tags and multilingual topic modeling of chemical compounds.,"Halle (Saale), Universitats- und Landesbibliothek Sachsen-Anhalt",2012,,"https://nbn-resolving.org/urn:nbn:de:gbv:3:4-9444, https://d-nb.info/1033306614",,,,,,,,,,,,,,,,,
Reiner Eckardt,Ein Multimikrorechnersystem zur Automatisierung von Fertigungskomplexen der Mikroelektronikmontage.,"Dresden University of Technology, Germany",1986,,https://d-nb.info/930578082,,,,,,,,,,,,,,,,,
Kai Kulschewski,Modellierung von Unsicherheiten in dynamischen Bayes-Netzen zur qualitativen Gebäudeerkennung.,"University of Bonn, Germany",1999,1-120,https://d-nb.info/95745225X,Shaker,,,,,,,,,,,,,978-3-8265-6502-1,,,
Sebastian H. R. Wurst,Dataspace-Integration in der medizinischen Forschung.,Technical University Munich,2010,1-191,"http://mediatum.ub.tum.de/doc/981761/document.pdf, https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20101125-981761-1-1, https://d-nb.info/1009040006, https://d-nb.info/1009624377",,,,,,,,,,,,,,,,,
Volkmar Dienhold,Entwurf und Implementation eines Simulationssystems für diskrete Prozesse.,"Dresden University of Technology, Germany",1984,,https://d-nb.info/850390907,,,,,,,,,,,,,,,,,
Michael Fischer 0009,"Entwurf und Implementierung eines Multitasking-Modells in CDL, ein Beitrag zur Echtzeitprogrammierung.","Dresden University of Technology, Germany",1981,,https://d-nb.info/830469613,,,,,,,,,,,,,,,,,
Axel Lehmann 0001,"Leistungsanalyse mehrstufiger Speicherhierarchien in Mehrprozessorsystemen durch hybride, hierarchische Modellierung.","University of Karlsruhe, Germany",1982,1-239,https://d-nb.info/830229337,VDI-Verlag,,,,,,,,,,,,,978-3-18-142010-2,,,
Maria Klara Wolters,Towards entity status.,"University of Bonn, Germany",2001,1-323,"http://hss.ulb.uni-bonn.de/ulb_bonn/diss_online/phil_fak/2001/wolters_maria_klara/0243.pdf, https://nbn-resolving.org/urn:nbn:de:hbz:5-02439, https://d-nb.info/963035347, https://d-nb.info/968456804",,,,,,,,,,,,,,,,,
Jan Gäbler,Gruppenkommunikation in mobilen Umgebungen: eine Erweiterung des Gruppenkommunikationsparadigmas um eine Unterstützung für mobile Anwendungsnutzer.,"Brandenburg University of Technology, Cottbus, Germany",2019,,"https://opus4.kobv.de/opus4-btu/frontdoor/index/index/docId/4875, https://nbn-resolving.org/urn:nbn:de:kobv:co1-opus4-48750, https://d-nb.info/1190646196",,,,,,,,,,,,,,,,,
Gauravkumar Patel,Context- and Physiology-aware Machine Learning for Upper-Limb Myocontrol.,"University of Göttingen, Germany",2018,,"https://nbn-resolving.org/urn:nbn:de:gbv:7-11858/00-1735-0000-002E-E3E7-3-3, https://d-nb.info/1185168508",,,,,,,,,,,,,,,,,
Udo Merten,Verteilte Leistungserstellung auf der Basis agentenbasierter Informationssysteme: dargestellt am Beispiel von Multimedia-Dienstleistern.,"University of Siegen, Germany",1999,1-214,https://d-nb.info/957370555,Eul,,,,,,,,,,,,,978-3-89012-703-3,,,
Peter Stagge,Strukturoptimierung rückgekoppelter neuronaler Netze.,"Ruhr University Bochum, Germany",2001,1-161,https://d-nb.info/960899332,Ibidem-Verlag,,,,,,,,,,,,,978-3-89821-091-1,,,
Olaf Scherer,"RTSQ, eine Realzeit-Registertransfer-Sprache in CONLAN.","Darmstadt University of Technology, Germany",1983,,https://d-nb.info/840369301,,,,,,,,,,,,,,,,,
Stephan Dempe,"Polynomiale Näherungsalgorithmen für ein NP-schwieriges lineares, gemischt-ganzzahliges Optimierungsproblem spezieller Struktur.","Technische Hochschule Karl-Marx-Stadt, Germany",1985,,https://d-nb.info/861009126,,,,,,,,,,,,,,,,,
Manfred Sanzenbacher,NC-gerechte Beschreibung von Werkstücken mit gekrümmten Flächen.,"University of Stuttgart, Germany",1982,1-105,https://d-nb.info/860254798,Springer,,,,,,,,,,,,,3-540-11502-1,,,
Xiaohan Li,"Prediction of driver lane-change behavior: modeling, feature selection and evaluation.","Technical University of Berlin, Germany",2019,,"https://nbn-resolving.org/urn:nbn:de:101:1-2019112701025510501277, https://d-nb.info/1200466500",,,,,,,,,,,,,,,,,
Rainer Picard,"Zur Theorie der zeitunabhängigen Maxwellschen Gleichungen mit der Randbedingung n(xE)=n(xH)=0 im inhomogenen, anisotropen Medium.","University of Bonn, Germany",1973,,https://d-nb.info/750563753,,,,,,,,,,,,,,,,,
Björn Engelmann,Techniques for the verification of dynamically typed programs.,"University of Oldenburg, Germany",2017,,"http://oops.uni-oldenburg.de/3288, https://nbn-resolving.org/urn:nbn:de:gbv:715-oops-33691, https://d-nb.info/1141200554",,,,,,,,,,,,,,,,,
Klaus-Peter Balthasar,Der allgemeine Informationsanspruch des Betriebsrats.,"University of Trier, Germany",1986,1-219,https://d-nb.info/860691314,Florentz,,,,,,,,,,,,,978-3-88259-395-2,,,
Stefan Hermann,Designspezifikationen im digitalen Publikationsprozess.,"Technical University Munich, Germany",2000,1-272,"http://tumb1.biblio.tu-muenchen.de/publ/diss/in/2000/hermann.pdf, https://nbn-resolving.org/urn:nbn:de:bvb:91-diss2000071216497, https://d-nb.info/959771999, https://d-nb.info/960293639",,,,,,,,,,,,,,,,,
Herbert Schäpertöns,Simulation von Klopfvorgängen mit einem zweidimensionalen mathematischen Modell.,"RWTH Aachen University, Germany",1984,1-116,https://d-nb.info/850616123,,,,,,,,,,,,,,,,,
Ulrich Götte,Betriebswirtschaftliche Expertensysteme: Wunsch und Wirklichkeit.,"Bielefeld University, Germany",1990,1-183,https://d-nb.info/900700068,Lit,,,,,,,,,,,,,978-3-88660-613-9,,,
Viola Bensinger,Sui-generis-Schutz für Datenbanken: die EG-Datenbankrichtlinie vor dem Hintergrund des nordischen Rechts.,"University of Münster, Germany",1999,1-307,https://d-nb.info/957088930,Beck,,,,,,,,,,,,,978-3-406-45436-3,,,
Gustaf Neumann,Metaprogrammierung und Prolog.,"University of Vienna, Austria",1988,1-265,https://d-nb.info/880701226,Addison-Wesley,,,,,,,,,,,,,978-3-925118-94-4,,,
Stefan Morschheuser,Integriertes Dokumenten- und Workflow-Management: dargestellt am Angebotsprozess von Maschinenbauunternehmen.,University of Erlangen-Nuremberg,1997,1-140,https://d-nb.info/949917907,DUV,,,,,,,,,,,,,3-8244-2081-3,,,
Matthias O. Franz,Minimalistic visual navigation = Minimalistische visuelle Navigation.,"University of Tübingen, Germany",1999,1-150,https://d-nb.info/956651445,VDI-Verlag,,,,,,,,,,,,,978-3-18-373908-0,,,
Gregor Heinrich,A generic approach to topic models and its application to virtual communities.,University of Leipzig,2012,1-269,https://d-nb.info/1033906166,,,,,,,,,,,,,,,,,
Klaus Wothke,Maschinelle Erlernung und Simulation morphologischer Ableitungsregeln.,"University of Bonn, Germany",1985,1-314,https://d-nb.info/850967872,,,,,,,,,,,,,,,,,
Jörg Esser,Simulation von Stadtverkehr auf der Basis zellularer Automaten.,University of Duisburg-Essen,1997,1-112,https://d-nb.info/953736350,,,,,,,,,,,,,,,,,
Oliver Jakob Arndt,Modellierung von paralleler Software für homogene und heterogene Multiprozessor-Systeme.,"University of Hanover, Hannover, Germany",2020,,"https://www.repo.uni-hannover.de/handle/123456789/10003, https://nbn-resolving.org/urn:nbn:de:101:1-2020080811054951264653, https://d-nb.info/121542731X",,,,,,,,,,,,,,,,,
Cornelia Tadros,Belief change operations under confidentiality requirements in multiagent systems.,"Technical University Dortmund, Germany",2014,,"http://hdl.handle.net/2003/33117, https://nbn-resolving.org/urn:nbn:de:101:1-201607197548, https://d-nb.info/110705060X",,,,,,,,,,,,,,,,,
Edmond Randrianarisoa,Programmsystem für rechnergestützte Messungen von Neutronenstreuquerschnitten.,"Dresden University of Technology, Germany",1985,,https://d-nb.info/860317641,,,,,,,,,,,,,,,,,
Egbert Althammer,Reflection patterns in the context of object and component technology.,"University of Konstanz, Germany",2002,,"http://www.ub.uni-konstanz.de/kops/volltexte/2002/803/index.html, https://nbn-resolving.org/urn:nbn:de:bsz:352-opus-8035, https://d-nb.info/964242834",,,,,,,,,,,,,,,,,
Jörg Hoffmann 0003,Balancing and factorization theory for classes of linear systems in discrete- and continuous-time.,"Kaiserslautern University of Technology, Germany",1994,1-258,https://d-nb.info/942926498,,,,,,,,,,,,,,,,,
Heiko Jung,"Konzept einer agentenbasierten Transportsteuerung: für komplexe, dynamische und multimodale Logistiknetzwerke.","Karlsruhe Institute of Technology, Germany",2016,1-306,https://d-nb.info/1093201347,KIT Scientific Publishing,,,,,,,,,,,,,978-3-7315-0446-7,,,
Oliver Huber,Hyper-Text-Linguistik: TAH: ein textlinguistisches Analysemodell für Hypertexte ; theoretisch und praktisch exemplifiziert am Problemfeld der typisierten Links von Hypertexten im World Wide Web.,"Ludwig Maximilian University of Munich, Germany",2003,1-249,https://d-nb.info/966234588,Utz,,,,,,,,,,,,,978-3-8316-0198-1,,,
Volker Schmitt,Eignung künstlicher neuronaler Netze zur Auswertung genetischer Assoziationsstudien.,University of Ulm,2012,,"http://vts.uni-ulm.de/docs/2012/7932/vts_7932_11506.pdf, https://nbn-resolving.org/urn:nbn:de:bsz:289-vts-79326, https://d-nb.info/1022440373",,,,,,,,,,,,,,,,,
Axel Wienke,Zu erkenntnistheoretischen und weltanschaulichen Problemen der Informationstechnik im erweiterten Reproduktionsprozess.,"Humboldt University of Berlin, Unter den Linden, Germany",1986,,https://d-nb.info/870121421,,,,,,,,,,,,,,,,,
Timo von Marcard,Human motion capture with sparse inertial sensors and video.,"University of Hanover, Hannover, Germany",2019,1-112,https://d-nb.info/1206259906,VDI-Verlag GmbH,,,,,,,,,,,,,978-3-18-386610-6,,,
Daniel Demmler,Towards Practical Privacy-Preserving Protocols.,"Darmstadt University of Technology, Germany",2019,,"http://tuprints.ulb.tu-darmstadt.de/8605/, https://nbn-resolving.org/urn:nbn:de:tuda-tuprints-86051, https://d-nb.info/1189816504",,,,,,,,,,,,,,,,,
Benny Bürger,Real-Time Ultrasoundsimulation for Medical Training.,University of Mannheim,2014,,"https://ub-madoc.bib.uni-mannheim.de/38876, https://nbn-resolving.org/urn:nbn:de:bsz:180-madoc-388764, https://d-nb.info/1073121313",,,,,,,,,,,,,,,,,
Jakob Karolus,Proficiency-aware systems: designing for user skill and expertise.,"Ludwig Maximilian University of Munich, Germany",2021,,"https://edoc.ub.uni-muenchen.de/28900/, https://nbn-resolving.org/urn:nbn:de:bvb:19-289000, https://d-nb.info/1246203588",,,,,,,,,,,,,,,,,
Ragnar Mogk,A Programming Paradigm for Reliable Applications in a Decentralized Setting.,"Technical University of Darmstadt, Germany",2021,,"http://tuprints.ulb.tu-darmstadt.de/19403/, https://nbn-resolving.org/urn:nbn:de:tuda-tuprints-194035, https://d-nb.info/1245529145",,,,,,,,,,,,,,,,,
Dietmar Horn,Eine Methode zur Beschreibung und Realisierung der Struktur und Steuerung von Programmsystemen im Bereich der numerischen Mathematik.,"Akademie der Wissenschaften der DDR, Berlin, Germany",1984,,https://d-nb.info/850304571,,,,,,,,,,,,,,,,,
Joseph C. H. Chen,Quantum computation and natural language processing.,"University of Hamburg, Germany",2002,1-228,"http://www.sub.uni-hamburg.de/disse/769/dissertation.pdf, https://nbn-resolving.org/urn:nbn:de:gbv:18-7699, https://d-nb.info/96553474X, https://d-nb.info/965581020",,,,,,,,,,,,,,,,,
Ralph Dammertz,Ein Programmiersystem zur graphisch strukturierten Erstellung von Roboterprogrammen und Programmieroberflächen.,"RWTH Aachen University, Germany",1996,1-138,https://d-nb.info/949157724,Shaker,,,,,,,,,,,,,978-3-8265-2026-6,,,
Heidrun Bremer,Anwendung der mathematischen Optimierung zur Unterstützung der standortgerechten Verteilung und Spezialisierung der Pflanzenproduktion in Kreisen: am Beispiel des Saalkreises.,"Martin Luther University of Halle-Wittenberg, Saxony-Anhalt, Germany",1984,,https://d-nb.info/920328687,,,,,,,,,,,,,,,,,
Carl-Martin Preuss,Computergestützte Optionsgeschäfte in Theorie und Anwendung.,"University of Augsburg, Germany",1993,1-192,https://d-nb.info/930714997,Eul,,,,,,,,,,,,,978-3-89012-330-1,,,
Chris Bauer,Exploiting proteomics data.,Free University of Berlin,2014,,"http://www.diss.fu-berlin.de/diss/receive/FUDISS_thesis_000000096140, https://nbn-resolving.org/urn:nbn:de:kobv:188-fudissthesis000000096140-7, https://d-nb.info/104786231X",,,,,,,,,,,,,,,,,
Harald Klein 0002,Computergestützte Inhaltsanalyse mit INTEXT.,"University of Münster, Germany",1996,1-307,https://d-nb.info/947928219,Lit,,,,,,,,,,,,,978-3-8258-2436-5,,,
Werner Quint,Methoden und Werkzeuge zur Integration von CIM-Komponenten in bestehende Produktionsorganisationen sowie zur Organisationsentwicklung und Wirtschaftlichkeitsrechnung im jeweiligen Produktionsunternehmen.,"University of Bremen, Germany",1993,1-134,https://d-nb.info/931316553,,,,,,,,,,,,,,,,,
Carsten Poetzschke,"Ein Beitrag zur Gestaltung vernetzter Datenhaltungsdienste mit Client/Server-Architekturen: Voruntersuchungen zum Problemkreis ""Computer Integrated Railroading"" (CIR).","Hochschule für Verkehrswesen, Dresden, Germany",1992,,https://d-nb.info/921433573,,,,,,,,,,,,,,,,,
Daniel Llorente Sancho,SmartMem: an advanced memory subsystem for networking applications.,Technical University Munich,2012,1-193,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20120423-1084159-1-5, https://d-nb.info/102496387X, https://d-nb.info/1029686254",,,,,,,,,,,,,,,,,
Marius Shekow,Syncpal: a simple and iterative reconciliation algorithm for file synchronizers.,"RWTH Aachen University, Germany",2019,,"https://publications.rwth-aachen.de/record/773759, https://nbn-resolving.org/urn:nbn:de:101:1-2020081311464838303408, https://d-nb.info/121586244X",,,,,,,,,,,,,,,,,
Andreas Hölderlin,Verknüpfung von rechnerunterstützter Konstruktion und Koordinatenmesstechnik.,"University of Stuttgart, Germany",1990,1-214,https://d-nb.info/900801166,,,,,,,,,,,,,,978-3-921920-35-0,,,
Manfred Bornmann,Methodik zur Erfassung von Gestaltungsanforderungen an Fertigungsmittel während der Projektierung von Montageprozessen.,"Technische Hochschule Ilmenau, Germany",1980,,https://d-nb.info/820462551,,,,,,,,,,,,,,,,,
Günter Krenz,Zur Frage des Nutzens mathematischer Optimierungsverfahren bei der Tageseinsatzplanung von Kraftwerkssystemen.,"RWTH Aachen University, Germany",1984,1-153,https://d-nb.info/850160073,,,,,,,,,,,,,,,,,
Gerd Völksen,Eine Spezifikationsmethode für wissensbasierte Systeme zur Softwareportierung auf parallele Rechnerarchitekturen.,"University of Marburg, Germany",1989,1-184,https://d-nb.info/900677910,,,,,,,,,,,,,,,,,
Andreas Kroiß,Erfolgsfaktoren von Internet-Start-ups: eine empirische Untersuchung originärer deutscher Unternehmensgründungen nach Wachstumsphasen und Internet-Anbietersegmenten.,"Ludwig Maximilian University of Munich, Germany",2003,1-205,https://d-nb.info/965781739,Kovač,,,,,,,,,,,,,978-3-8300-0729-6,,,
Martin Otto Werner Wagner,Gefahrenerkennung in Konfigurationen verteilter Systeme.,"Technical University Munich, Germany",2016,,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20160913-1296406-1-2, https://d-nb.info/1116604337",,,,,,,,,,,,,,,,,
Olivera Holzkamp,Memory-aware mapping strategies for heterogeneous MPSoC systems.,"Technical University of Dortmund, Germany",2017,,"http://hdl.handle.net/2003/35958, https://nbn-resolving.org/urn:nbn:de:101:1-20170512908, https://d-nb.info/1131875915",,,,,,,,,,,,,,,,,
Máté Kovács,Information flow security in tree-manipulating processes.,Technical University Munich,2013,1-140,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20140320-1174213-0-5, https://d-nb.info/1050025849, https://d-nb.info/1052156711",,,,,,,,,,,,,,,,,
Martin Vaupel,Effizienter Entwurf eines DVB-Satelliten-Empfängers.,"RWTH Aachen University, Germany",1999,1-140,https://d-nb.info/957773412,Shaker,,,,,,,,,,,,,978-3-8265-6676-9,,,
Jutta Gallenmüller-Roschmann,Psychosoziale Implikationen der Computertechnologie: empirische Untersuchung von Korrelaten studienbezogener Computernutzung.,"Catholic University of Eichstätt-Ingolstadt, Germany",1994,1-198,https://d-nb.info/940623226,Lang,,,,,,,,,,,,,978-3-631-47369-6,,,
Mathias Slawik,"Managing cloud ecosystems: brokering, deployment, and consumption.","Technical University of Berlin, Germany",2018,,"https://nbn-resolving.org/urn:nbn:de:101:1-2018091202000594441267, https://d-nb.info/1166752321",,,,,,,,,,,,,,,,,
Frank-Dietmar Vogel,Beitrag zum rechnerunabhängigen Entwurf von Programmen und deren Implementierung dargestellt an Teilen eines Systems zur Leitung und Steuerung des Fertigungsprozesses in einem Kleinbetrieb.,"Dresden University of Technology, Germany",1986,,https://d-nb.info/930575709,,,,,,,,,,,,,,,,,
Akbar Moradkhan,"Untersuchungen über Zuverlässigkeitsmodellbildung, -erhöhung und -optimierung zur Anwendung auf Vermittlungsstellen.","Technical University of Berlin, Germany",1982,1-116,https://d-nb.info/830956816,,,,,,,,,,,,,,,,,
Erich Ortner,Aspekte einer Konstruktionssprache für den Datenbank-Entwurf.,"Darmstadt University of Technology, Germany",1982,1-256,https://d-nb.info/946303401,,,,,,,,,,,,,,,,,
Bernhard Külzer,Untersuchungen zum Alterungsprozess von Lichtsignalprogrammen.,"Darmstadt University of Technology, Germany",1996,1-183,https://d-nb.info/948016205,,,,,,,,,,,,,,,,,
Hans-Peter Leidhold,Zur Lösung neuer mathematischer und rechentechnischer Probleme eines kombinatorischen Modells und Anwendungen.,"Leipzig University, Germany",1983,,https://d-nb.info/840473230,,,,,,,,,,,,,,,,,
Robert Hoyer,Leistungsanalyse von Feldbussystemen im Hochlastbereich.,"Otto-von-Guericke University Magdeburg, Germany",1992,1-133,https://d-nb.info/941096599,,,,,,,,,,,,,,,,,
Stefan Reitmann,Künstliche neuronale Netze im leistungsbasierten Luftverkehrsmanagement / von Dipl.-Ing. Stefan Reitmann.,"Dresden University of Technology, Germany",2020,1-169,"https://nbn-resolving.org/urn:nbn:de:bsz:14-qucosa2-729299, https://d-nb.info/1224845374, https://d-nb.info/1227312458",,,,,,,,,,,,,,,,,
Lothar Baumberger,Der Einsatz von Decision-Support-Systemen im Industrieunternehmen: ein Konzept für die computergestützte Planung.,"Leipzig University, Germany",1992,,https://d-nb.info/921300263,,,,,,,,,,,,,,,,,
Björn Fröhlich,Semantic segmentation with efficient tree-based methods.,Friedrich Schiller University of Jena,2014,1-150,"http://www.dr.hut-verlag.de/978-3-8439-1401-7.html, https://nbn-resolving.org/urn:nbn:de:101:1-2014022815399, https://d-nb.info/1047257610, https://d-nb.info/1047994607",Verlag Dr. Hut,,,,,,,,,,,,,978-3-8439-1401-7,,,
Ralf Jankowski,Laser-optische Speicher für Anwendungen im Computer-Based Training: eine Untersuchung aus systemtechnischer Sicht.,"University of Cologne, Germany",1989,1-218,https://d-nb.info/891712984,,,,,,,,,,,,,,,,,
Tim Schlippe,Rapid Generation of Pronunciation Dictionaries for new Domains and Languages.,Karlsruhe Institute of Technology,2014,,"http://digbib.ubka.uni-karlsruhe.de/volltexte/1000044928, https://nbn-resolving.org/urn:nbn:de:swb:90-449280, https://d-nb.info/106573199X",,,,,,,,,,,,,,,,,
Hans-Michael Windisch,Speicherverwaltung für konzeptionell strukturierte verteilte Systeme.,"Technical University Munich, Germany",1996,1-239,https://d-nb.info/948558342,Utz,,,,,,,,,,,,,3-89675-126-3,,,
Constanze Kurz,Elektronische Wahlhelfer in der Demokratie: der Status quo bei politischen Wahlen.,Humboldt University of Berlin,2013,1-156,https://d-nb.info/1043024018,,,,,,,,,,,,,,,,,
Max Lehn,InterestCast: adaptive event dissemination for interactive real-time applications.,"Darmstadt University of Technology, Germany",2015,1-169,"http://tuprints.ulb.tu-darmstadt.de/5398/, https://nbn-resolving.org/urn:nbn:de:tuda-tuprints-53982, https://d-nb.info/1101377542, https://d-nb.info/1112269096",,,,,,,,,,,,,,,,,
