author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Patrick J. Lynett,"Tsunami Inundation, Modeling of.",,2009,9618-9631,https://doi.org/10.1007/978-0-387-30440-3_569,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Lynett09,,,,,reference/complexity/2009,,,,
"Stuart A. Newman, Gabor Forgacs","Biological Development and Evolution, Complexity and Self-organization in.",,2009,524-548,https://doi.org/10.1007/978-0-387-30440-3_35,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#NewmanF09,,,,,reference/complexity/2009,,,,
Eric Wolstenholme,Health Care.,,2009,4561-4576,https://doi.org/10.1007/978-0-387-30440-3_269,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Wolstenholme09,,,,,reference/complexity/2009,,,,
"Terence C. Mills, Raphael N. Markellos","Financial Economics, Non-linear Time Series in.",,2009,3435-3448,https://doi.org/10.1007/978-0-387-30440-3_205,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#MillsM09,,,,,reference/complexity/2009,,,,
"Armin Fuchs, James A. S. Kelso",Movement Coordination.,,2009,5718-5736,https://doi.org/10.1007/978-0-387-30440-3_341,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#FuchsK09,,,,,reference/complexity/2009,,,,
"Taeyoung Lee, Melvin Leok, N. Harris McClamroch",Discrete Control Systems.,,2009,2002-2019,https://doi.org/10.1007/978-0-387-30440-3_126,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#LeeLM09,,,,,reference/complexity/2009,,,,
"Stijn van Nieuwerburgh, Ralph S. J. Koijen","Financial Economics, Return Predictability and Market Efficiency.",,2009,3448-3456,https://doi.org/10.1007/978-0-387-30440-3_206,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#NieuwerburghK09,,,,,reference/complexity/2009,,,,
Ugur Kuter,Learning and Planning (Intelligent Systems).,,2009,5188-5206,https://doi.org/10.1007/978-0-387-30440-3_308,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Kuter09,,,,,reference/complexity/2009,,,,
Erzsébet Ravasz Regan,Networks: Structure and Dynamics.,,2009,6048-6066,https://doi.org/10.1007/978-0-387-30440-3_356,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Regan09,,,,,reference/complexity/2009,,,,
"Christian Erik Kampmann, Rogelio Oliva","System Dynamics, Analytical Methods for Structural Dominance Analysis in.",,2009,8948-8967,https://doi.org/10.1007/978-0-387-30440-3_535,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#KampmannO09,,,,,reference/complexity/2009,,,,
"Jerrold E. Marsden, Tudor S. Ratiu",Mechanical Systems: Symmetries and Reduction.,,2009,5482-5510,https://doi.org/10.1007/978-0-387-30440-3_326,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#MarsdenR09,,,,,reference/complexity/2009,,,,
Luigi Chierchia,Kolmogorov-Arnold-Moser (KAM) Theory.,,2009,5064-5091,https://doi.org/10.1007/978-0-387-30440-3_302,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Chierchia09,,,,,reference/complexity/2009,,,,
Camilo Olaya,System Dynamics Philosophical Background and Underpinnings.,,2009,9057-9078,https://doi.org/10.1007/978-0-387-30440-3_544,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Olaya09,,,,,reference/complexity/2009,,,,
"Peter M. Milling, Frank H. Maier","Diffusion of Innovations, System Dynamics Analysis of the.",,2009,1956-1982,https://doi.org/10.1007/978-0-387-30440-3_124,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#MillingM09,,,,,reference/complexity/2009,,,,
Brian H. Kolner,Noise and Stability in Modelocked Soliton Lasers.,,2009,6116-6175,https://doi.org/10.1007/978-0-387-30440-3_360,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Kolner09,,,,,reference/complexity/2009,,,,
"Palle E. T. Jorgensen, Myung-Sin Song",Comparison of Discrete and Continuous Wavelet Transforms.,,2009,1163-1177,https://doi.org/10.1007/978-0-387-30440-3_77,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#JorgensenS09,,,,,reference/complexity/2009,,,,
Giovanni P. Galdi,Navier-Stokes Equations: A Mathematical Analysis.,,2009,5925-5959,https://doi.org/10.1007/978-0-387-30440-3_350,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Galdi09,,,,,reference/complexity/2009,,,,
Wei-Zhe Yang,"Non-standard Analysis, An Invitation to.",,2009,6285-6310,https://doi.org/10.1007/978-0-387-30440-3_371,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Yang09,,,,,reference/complexity/2009,,,,
John Scott,"Social Network Analysis, Overview of.",,2009,8265-8279,https://doi.org/10.1007/978-0-387-30440-3_490,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Scott09,,,,,reference/complexity/2009,,,,
Garry Robins,"Social Networks, Exponential Random Graph (p*) Models for.",,2009,8319-8333,https://doi.org/10.1007/978-0-387-30440-3_494,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Robins09,,,,,reference/complexity/2009,,,,
Giuseppe Gaeta,"Non-linear Dynamics, Symmetry and Perturbation Theory in.",,2009,6175-6195,https://doi.org/10.1007/978-0-387-30440-3_361,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Gaeta09,,,,,reference/complexity/2009,,,,
Wolfgang Banzhaf,Self-organizing Systems.,,2009,8040-8050,https://doi.org/10.1007/978-0-387-30440-3_475,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Banzhaf09,,,,,reference/complexity/2009,,,,
"Gary Hirsch, Jack B. Homer","Health Care in the United States, System Dynamics Applications to.",,2009,4576-4588,https://doi.org/10.1007/978-0-387-30440-3_270,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#HirschH09,,,,,reference/complexity/2009,,,,
Dario Bambusi,Perturbation Theory for PDEs.,,2009,6709-6723,https://doi.org/10.1007/978-0-387-30440-3_401,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Bambusi09,,,,,reference/complexity/2009,,,,
Guido Gentile,Diagrammatic Methods in Classical Perturbation Theory.,,2009,1932-1948,https://doi.org/10.1007/978-0-387-30440-3_122,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Gentile09,,,,,reference/complexity/2009,,,,
"Renat M. Yulmetyev, Peter Hänggi",Correlations in Complex Systems.,,2009,1615-1634,https://doi.org/10.1007/978-0-387-30440-3_105,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#YulmetyevH09,,,,,reference/complexity/2009,,,,
George Contopoulos,Astrophysics: Dynamical Systems.,,2009,399-416,https://doi.org/10.1007/978-0-387-30440-3_27,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Contopoulos09,,,,,reference/complexity/2009,,,,
Nino Boccara,Phase Transitions in Cellular Automata.,,2009,6771-6782,https://doi.org/10.1007/978-0-387-30440-3_405,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Boccara09,,,,,reference/complexity/2009,,,,
Lech Polkowski,Granulation of Knowledge: Similarity Based Approach in Information and Decision Systems.,,2009,4411-4435,https://doi.org/10.1007/978-0-387-30440-3_262,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Polkowski09a,,,,,reference/complexity/2009,,,,
"Jackrit Suthakorn, Matthew Moses, Gregory S. Chirikjian",Self-replicating Robotic Systems.,,2009,8050-8066,https://doi.org/10.1007/978-0-387-30440-3_476,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#SuthakornMC09,,,,,reference/complexity/2009,,,,
Eugene M. Terentjev,"Anisotropic Networks, Elastomers and Gels.",,2009,294-309,https://doi.org/10.1007/978-0-387-30440-3_20,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Terentjev09,,,,,reference/complexity/2009,,,,
Raúl Madariaga,Earthquake Scaling Laws.,,2009,2581-2600,https://doi.org/10.1007/978-0-387-30440-3_156,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Madariaga09,,,,,reference/complexity/2009,,,,
M. Lakshmanan 0001,"Solitons, Tsunamis and Oceanographical Applications of.",,2009,8506-8521,https://doi.org/10.1007/978-0-387-30440-3_509,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Lakshmanan09,,,,,reference/complexity/2009,,,,
Alexander Tropsha,QSARModeling.,,2009,7071-7088,https://doi.org/10.1007/978-0-387-30440-3_422,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Tropsha09,,,,,reference/complexity/2009,,,,
"Arkady M. Satanin, Eric R. Hedin, Yong S. Joe",Quantum Dots: Fano Resonances in an Aharonov-Bohm Ring.,,2009,7289-7309,https://doi.org/10.1007/978-0-387-30440-3_433,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#SataninHJ09,,,,,reference/complexity/2009,,,,
"Olivier Gossner, Tristan Tomala",Repeated Games with Complete Information.,,2009,7616-7630,https://doi.org/10.1007/978-0-387-30440-3_451,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#GossnerT09,,,,,reference/complexity/2009,,,,
"Sui Huang, Stuart A. Kauffman",Complex Gene Regulatory Networks - from Structure to Biological Observables: Cell Fate Determination.,,2009,1180-1213,https://doi.org/10.1007/978-0-387-30440-3_79,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#HuangK09,,,,,reference/complexity/2009,,,,
Andrew Ilachinski,Structurally Dynamic Cellular Automata.,,2009,8815-8850,https://doi.org/10.1007/978-0-387-30440-3_528,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Ilachinski09,,,,,reference/complexity/2009,,,,
"Paolo Sibani, Henrik Jeldtoft Jensen",Record Statistics and Dynamics.,,2009,7583-7591,https://doi.org/10.1007/978-0-387-30440-3_448,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#SibaniH09,,,,,reference/complexity/2009,,,,
"David F. Andersen, Eliot H. Rich, Roderick MacDonald","Public Policy, System Dynamics Applications to.",,2009,7051-7067,https://doi.org/10.1007/978-0-387-30440-3_421,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#AndersenRM09,,,,,reference/complexity/2009,,,,
"Giulio Casati, Tomaz Prosen",Quantum Chaos.,,2009,7164-7174,https://doi.org/10.1007/978-0-387-30440-3_427,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#CasatiP09,,,,,reference/complexity/2009,,,,
Jean-Paul André Gauthier,Observability (DeterministicSystems.,,2009,6371-6380,https://doi.org/10.1007/978-0-387-30440-3_375,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Gauthier09,,,,,reference/complexity/2009,,,,
"Kalyan Chatterjee, Hamid Sabourian",Game Theory and Strategic Complexity.,,2009,4098-4114,https://doi.org/10.1007/978-0-387-30440-3_241,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#ChatterjeeS09,,,,,reference/complexity/2009,,,,
"Hesham Rakha, Aly M. Tawfik","Traffic Networks: Dynamic Traffic Routing, Assignment, and Assessment.",,2009,9429-9470,https://doi.org/10.1007/978-0-387-30440-3_562,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#RakhaT09,,,,,reference/complexity/2009,,,,
Mark S. Bebbington,Volcanic Eruptions: Stochastic Models of Occurrence Patterns.,,2009,9831-9861,https://doi.org/10.1007/978-0-387-30440-3_580,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Bebbington09,,,,,reference/complexity/2009,,,,
Robert F. Port,Dynamics of Language.,,2009,2310-2323,https://doi.org/10.1007/978-0-387-30440-3_143,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Port09,,,,,reference/complexity/2009,,,,
Rowena Lohman,"Crustal Deformation During the Seismic Cycle, Interpreting Geodetic Observations of.",,2009,1689-1704,https://doi.org/10.1007/978-0-387-30440-3_109,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Lohman09,,,,,reference/complexity/2009,,,,
Boris S. Kerner,"Traffic Congestion, Spatiotemporal Features of.",,2009,9355-9411,https://doi.org/10.1007/978-0-387-30440-3_560,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Kerner09b,,,,,reference/complexity/2009,,,,
"Martin Cenek, Melanie Mitchell",Evolving Cellular Automata.,,2009,3233-3242,https://doi.org/10.1007/978-0-387-30440-3_191,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#CenekM09,,,,,reference/complexity/2009,,,,
"Markus Grassl, Martin Rötteler",Quantum Error Correction and Fault Tolerant Quantum Computing.,,2009,7324-7342,https://doi.org/10.1007/978-0-387-30440-3_435,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#GrasslR09,,,,,reference/complexity/2009,,,,
Jean Mawhin,Periodic Solutions of Non-autonomous Ordinary Differential Equations.,,2009,6611-6625,https://doi.org/10.1007/978-0-387-30440-3_392,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Mawhin09,,,,,reference/complexity/2009,,,,
Dogan Kaya,"Korteweg-de Vries Equation (KdV) and Modified Korteweg-de Vries Equations (mKdV), Semi-analytical Methods for Solving the.",,2009,5143-5161,https://doi.org/10.1007/978-0-387-30440-3_305,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Kaya09,,,,,reference/complexity/2009,,,,
M. Vidyasagar,"Learning, System Identification, and Complexity.",,2009,5206-5218,https://doi.org/10.1007/978-0-387-30440-3_309,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Vidyasagar09,,,,,reference/complexity/2009,,,,
Laurent Nottale,Fractals in the Quantum Theory of Spacetime.,,2009,3858-3878,https://doi.org/10.1007/978-0-387-30440-3_228,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Nottale09,,,,,reference/complexity/2009,,,,
"Johannes Bjelland, Geoffrey Canright, Kenth Engø-Monsen",Link Analysis and Web Search.,,2009,5265-5286,https://doi.org/10.1007/978-0-387-30440-3_312,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#BjellandCE09,,,,,reference/complexity/2009,,,,
"Dusanka Janezic, Ante Milicevic, Sonja Nikolic, Nenad Trinajstic",Topological Complexity of Molecules.,,2009,9210-9224,https://doi.org/10.1007/978-0-387-30440-3_554,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#JanezicMNT09,,,,,reference/complexity/2009,,,,
Michael Batty,"Cities as Complex Systems: Scaling, Interaction, Networks, Dynamics and Urban Morphologies.",,2009,1041-1071,https://doi.org/10.1007/978-0-387-30440-3_69,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Batty09,,,,,reference/complexity/2009,,,,
"Gloria González-Rivera, Tae-Hwy Lee","Financial Forecasting, Non-linear Time Series in.",,2009,3475-3504,https://doi.org/10.1007/978-0-387-30440-3_208,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Gonzalez-RiveraL09,,,,,reference/complexity/2009,,,,
Steven J. Brams,Fair Division*.,,2009,3327-3334,https://doi.org/10.1007/978-0-387-30440-3_198,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Brams09,,,,,reference/complexity/2009,,,,
Jan W. Kantelhardt,Fractal and Multifractal Time Series.,,2009,3754-3779,https://doi.org/10.1007/978-0-387-30440-3_221,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Kantelhardt09,,,,,reference/complexity/2009,,,,
Robin R. Vallacher,"Social Psychology, Applications of Complexity to.",,2009,8420-8435,https://doi.org/10.1007/978-0-387-30440-3_501,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Vallacher09,,,,,reference/complexity/2009,,,,
Thomas W. Valente,"Social Networks, Diffusion Processes in.",,2009,8306-8319,https://doi.org/10.1007/978-0-387-30440-3_493,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Valente09,,,,,reference/complexity/2009,,,,
Charles M. Macal,Agent Based Modeling and Artificial Life.,,2009,112-131,https://doi.org/10.1007/978-0-387-30440-3_7,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Macal09,,,,,reference/complexity/2009,,,,
"Jean-Luc Starck, Jalal Fadili",Numerical Issues When Using Wavelets.,,2009,6352-6368,https://doi.org/10.1007/978-0-387-30440-3_374,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#StarckF09,,,,,reference/complexity/2009,,,,
"Pierluigi Veltri, Vincenzo Carbone, Fabio Lepreti, Giusy Nigro",Self-Organization in Magnetohydrodynamic Turbulence.,,2009,8009-8028,https://doi.org/10.1007/978-0-387-30440-3_473,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#VeltriCLN09,,,,,reference/complexity/2009,,,,
Ramón Alonso-Sanz,Cellular Automata with Memory.,,2009,823-848,https://doi.org/10.1007/978-0-387-30440-3_55,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Alonso-Sanz09,,,,,reference/complexity/2009,,,,
"Chi Ho Yeung, Yi-Cheng Zhang",Minority Games.,,2009,5588-5604,https://doi.org/10.1007/978-0-387-30440-3_332,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#YeungZ09,,,,,reference/complexity/2009,,,,
Sebastiano Manzan,"Finance, Agent Based Modeling in.",,2009,3374-3388,https://doi.org/10.1007/978-0-387-30440-3_201,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Manzan09,,,,,reference/complexity/2009,,,,
Yasuko Takei,"Earth's Crust and Upper Mantle, Dynamics of Solid-Liquid Systems in.",,2009,2676-2697,https://doi.org/10.1007/978-0-387-30440-3_161,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Takei09,,,,,reference/complexity/2009,,,,
Oscar Volij,Static Games.,,2009,8649-8668,https://doi.org/10.1007/978-0-387-30440-3_517,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Volij09,,,,,reference/complexity/2009,,,,
Mohamed A. Helal,"Solitons, Introduction to.",,2009,8504-8506,https://doi.org/10.1007/978-0-387-30440-3_508,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Helal09,,,,,reference/complexity/2009,,,,
Ovidiu Ivanciuc,Drug Design with Artificial Neural Networks.,,2009,2139-2159,https://doi.org/10.1007/978-0-387-30440-3_134,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Ivanciuc09a,,,,,reference/complexity/2009,,,,
Edward Aboufadel,"Wavelets, Introduction to.",,2009,10005-10007,https://doi.org/10.1007/978-0-387-30440-3_587,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Aboufadel09,,,,,reference/complexity/2009,,,,
Jérôme Renault,Repeated Games with Incomplete Information.,,2009,7630-7651,https://doi.org/10.1007/978-0-387-30440-3_452,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Renault09,,,,,reference/complexity/2009,,,,
Barry D. Hughes,Conduction and Diffusion in Percolating Systems.,,2009,1395-1424,https://doi.org/10.1007/978-0-387-30440-3_93,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Hughes09,,,,,reference/complexity/2009,,,,
James A. S. Kelso,Coordination Dynamics.,,2009,1537-1565,"https://doi.org/10.1007/978-0-387-30440-3_101, https://www.wikidata.org/entity/Q62029090",,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Kelso09,,,,,reference/complexity/2009,,,,
Ovidiu Ivanciuc,Drug Design with Machine Learning.,,2009,2159-2196,https://doi.org/10.1007/978-0-387-30440-3_135,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Ivanciuc09b,,,,,reference/complexity/2009,,,,
Marc Quincampoix,Differential Games.,,2009,1948-1956,https://doi.org/10.1007/978-0-387-30440-3_123,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Quincampoix09,,,,,reference/complexity/2009,,,,
Andrew Adamatzky,"Unconventional Computing, Introduction to.",,2009,9705-9706,https://doi.org/10.1007/978-0-387-30440-3_574,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Adamatzky09c,,,,,reference/complexity/2009,,,,
"Dietrich Stauffer, Sorin Solomon",Physics and Mathematics Applications in Social Science.,,2009,6804-6810,https://doi.org/10.1007/978-0-387-30440-3_408,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#StaufferS09,,,,,reference/complexity/2009,,,,
"Oleg Melnik, R. Stephen J. Sparks, Antonio Costa 0002, Alexei A. Barmin",Volcanic Eruptions: Cyclicity During Lava Dome Growth.,,2009,9763-9784,"https://doi.org/10.1007/978-0-387-30440-3_578, https://www.wikidata.org/entity/Q57859911",,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#MelnikSCB09,,,,,reference/complexity/2009,,,,
"Inés Macho-Stadler, David Pérez-Castrillo",Principal-Agent Models.,,2009,6977-6990,https://doi.org/10.1007/978-0-387-30440-3_416,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Macho-StadlerP09,,,,,reference/complexity/2009,,,,
"Simon Harding, Julian Francis Miller",Evolution in Materio.,,2009,3220-3233,https://doi.org/10.1007/978-0-387-30440-3_190,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#HardingM09,,,,,reference/complexity/2009,,,,
"Paul Davidsson, Harko Verhagen",Social Phenomena Simulation.,,2009,8375-8379,https://doi.org/10.1007/978-0-387-30440-3_498,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#DavidssonV09,,,,,reference/complexity/2009,,,,
"Fatiha Alabau-Boussouira, Piermarco Cannarsa",Control of Non-linear Partial Differential Equations.,,2009,1485-1509,https://doi.org/10.1007/978-0-387-30440-3_97,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Alabau-BoussouiraC09,,,,,reference/complexity/2009,,,,
Umberto Ravaioli,Quantum Phenomena in Semiconductor Nanostructures.,,2009,7400-7422,https://doi.org/10.1007/978-0-387-30440-3_439,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Ravaioli09,,,,,reference/complexity/2009,,,,
Tony Crilly,Fractals Meet Chaos.,,2009,3827-3846,https://doi.org/10.1007/978-0-387-30440-3_225,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Crilly09,,,,,reference/complexity/2009,,,,
Carlo Ungarelli,"Cosmic Gravitational Background, Stochastic.",,2009,1634-1641,https://doi.org/10.1007/978-0-387-30440-3_106,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Ungarelli09,,,,,reference/complexity/2009,,,,
"William H. K. Lee, Yih-Min Wu",Earthquake Monitoring and Early Warning Systems.,,2009,2496-2530,"https://doi.org/10.1007/978-0-387-30440-3_152, https://www.wikidata.org/entity/Q58893060",,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#LeeW09,,,,,reference/complexity/2009,,,,
Hans C. Fogedby,"Stochastic Loewner Evolution: Linking Universality, Criticality and Conformal Invariance in Complex Systems.",,2009,8708-8730,https://doi.org/10.1007/978-0-387-30440-3_523,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Fogedby09,,,,,reference/complexity/2009,,,,
"Heiner Igel, Martin Käser, Marco Stupazzini","Seismic Wave Propagation in Media with Complex Geometries, Simulation of.",,2009,7891-7914,https://doi.org/10.1007/978-0-387-30440-3_468,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#IgelKS09,,,,,reference/complexity/2009,,,,
Rosaria Conte,"Rational, Goal-Oriented Agents.",,2009,7533-7548,https://doi.org/10.1007/978-0-387-30440-3_445,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Conte09,,,,,reference/complexity/2009,,,,
Shigeaki Koike,"Non-linear Partial Differential Equations, Viscosity Solution Method in.",,2009,6218-6228,https://doi.org/10.1007/978-0-387-30440-3_366,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Koike09,,,,,reference/complexity/2009,,,,
"Amy K. Gardiner, David F. Bjorklund","Development, Evolution, and the Emergence of Novel Behavior.",,2009,1916-1931,https://doi.org/10.1007/978-0-387-30440-3_121,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#GardinerB09,,,,,reference/complexity/2009,,,,
"Juan-Carlos Escanciano, Alvaro Escribano",Econometrics: Non-linear Cointegration.,,2009,2757-2769,https://doi.org/10.1007/978-0-387-30440-3_166,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#EscancianoE09,,,,,reference/complexity/2009,,,,
Jon Timmis,Immunecomputing.,,2009,4776-4788,https://doi.org/10.1007/978-0-387-30440-3_282,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Timmis09,,,,,reference/complexity/2009,,,,
Tarmo Soomere,Solitons Interactions.,,2009,8479-8504,https://doi.org/10.1007/978-0-387-30440-3_507,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Soomere09,,,,,reference/complexity/2009,,,,
"Andrzej Nowak, Urszula Strawinska","Applications of Physics and Mathematics to Social Science, Introduction to.",,2009,322-326,https://doi.org/10.1007/978-0-387-30440-3_22,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#NowakS09,,,,,reference/complexity/2009,,,,
Till D. Frank,Linear and Non-linear Fokker-Planck Equations.,,2009,5239-5265,https://doi.org/10.1007/978-0-387-30440-3_311,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Frank09,,,,,reference/complexity/2009,,,,
Sebastian Walcher,"Perturbative Expansions, Convergence of.",,2009,6760-6771,https://doi.org/10.1007/978-0-387-30440-3_404,,Encyclopedia of Complexity and Systems Science,,,,,,db/reference/complexity/ecss2009.html#Walcher09,,,,,reference/complexity/2009,,,,
